2023-03-08 10:13:04.768646 [INFO   ] [APP] application started
2023-03-08 10:13:17.731341 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.731365 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:17.731370 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.731372 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.922756 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.922768 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.922771 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 14400; bid prices: 146900; bid volumes: 13790
2023-03-08 10:13:17.922807 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:17.922817 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:17.922819 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:17.922822 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 152
2023-03-08 10:13:17.922847 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:13:17.922928 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.922933 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:17.922956 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:17.922961 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:18.207580 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.207586 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.207589 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 14400; bid prices: 146900; bid volumes: 2020
2023-03-08 10:13:18.207605 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.207608 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.207611 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 162
2023-03-08 10:13:18.454559 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.454563 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.454566 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 3000; bid prices: 146900; bid volumes: 14790
2023-03-08 10:13:18.454582 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.454585 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.454588 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 162
2023-03-08 10:13:18.577354 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.577358 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:18.577361 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 146700; bid volumes: 41
2023-03-08 10:13:18.650030 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.650036 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.650039 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 11400; bid prices: 146900; bid volumes: 12020
2023-03-08 10:13:18.650055 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.650058 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.650060 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 159
2023-03-08 10:13:18.904121 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.904126 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.904129 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 11400; bid prices: 146900; bid volumes: 4020
2023-03-08 10:13:18.904145 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:18.904148 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:18.904150 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 159
2023-03-08 10:13:19.227986 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.227993 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.227998 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 4400; bid prices: 146800; bid volumes: 11800
2023-03-08 10:13:19.228038 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:19.228048 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.228050 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.228053 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 159
2023-03-08 10:13:19.228076 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:19.228265 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.228270 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.228412 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.228417 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.228439 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:19.228442 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.228444 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.466397 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.466403 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.466405 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 14400; bid prices: 146900; bid volumes: 2000
2023-03-08 10:13:19.466430 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:19.466438 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.466441 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.466443 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146700; ask volumes: 10; bid prices: 146600; bid volumes: 149
2023-03-08 10:13:19.466467 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:19.466565 [DEBUG  ] [CON] 'Exec' received 57 bytes
2023-03-08 10:13:19.466572 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.466575 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.466579 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.466598 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.466601 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.633408 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.633414 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:13:19.633417 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147200; ask volumes: 950; bid prices: 0; bid volumes: 0
2023-03-08 10:13:19.717358 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.717362 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.717365 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1050; bid prices: 147000; bid volumes: 14800
2023-03-08 10:13:19.717397 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:19.717405 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.717407 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.717410 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 159
2023-03-08 10:13:19.717430 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:19.717544 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.717548 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.717595 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.717602 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.717622 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.717627 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.717645 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.717648 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.917360 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.917365 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.917368 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 13400; bid prices: 146900; bid volumes: 2000
2023-03-08 10:13:19.917393 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:13:19.917402 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:19.917404 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:19.917407 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146900; ask volumes: 85; bid prices: 146700; bid volumes: 10
2023-03-08 10:13:19.917439 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:13:19.917531 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.917536 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.917557 [DEBUG  ] [CON] 'Exec' received 38 bytes
2023-03-08 10:13:19.917560 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.917563 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:19.917583 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:13:19.917586 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:13:20.222361 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:20.222367 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:20.222370 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 11400; bid prices: 146900; bid volumes: 13020
2023-03-08 10:13:20.222389 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:20.222392 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:20.222394 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 159
2023-03-08 10:13:20.482474 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:20.482480 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:20.482483 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 11400; bid prices: 146900; bid volumes: 3000
2023-03-08 10:13:20.482499 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:13:20.482503 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:13:20.482505 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 146800; ask volumes: 10; bid prices: 146600; bid volumes: 159
2023-03-08 10:13:20.651568 [INFO   ] [APP] application received signal 2, shutting down
2023-03-08 10:13:20.651588 [INFO   ] [CON] 'Info' closing
2023-03-08 10:13:20.651606 [INFO   ] [CON] 'Exec' closing
2023-03-08 10:14:04.653331 [INFO   ] [APP] application started
2023-03-08 10:14:04.653840 [INFO   ] [APP] loading configuration from 'autotrader.json'
2023-03-08 10:14:04.654089 [INFO   ] [CON] connecting to: 127.0.0.1:12345
2023-03-08 10:14:04.654331 [INFO   ] [CON] connected successfully to: 127.0.0.1:12345
2023-03-08 10:14:04.654359 [INFO   ] [BASE] logging in with teamname='TraderOne' and secret='secret'
2023-03-08 10:14:04.654800 [DEBUG  ] [CON] 'Exec' sent 103 bytes
2023-03-08 10:14:08.639018 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:08.639050 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:08.639064 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 1000; bid prices: 146900; bid volumes: 13000
2023-03-08 10:14:08.639103 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:14:08.639114 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:08.639117 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:08.639120 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 0; bid volumes: 0
2023-03-08 10:14:08.639144 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:14:08.639238 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:08.639244 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:08.639273 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:08.639281 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:08.855900 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:08.855920 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:08.855925 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 146900; bid volumes: 5000
2023-03-08 10:14:08.855943 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:08.855947 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:08.855950 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 146900; bid volumes: 10
2023-03-08 10:14:09.119680 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.119702 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.119711 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10400; bid prices: 146300; bid volumes: 1000
2023-03-08 10:14:09.119757 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:14:09.119768 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.119770 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.119773 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 146900; bid volumes: 10
2023-03-08 10:14:09.119798 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:14:09.119912 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.119920 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.119996 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.120001 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.433361 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.433386 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.433391 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9410; bid prices: 146900; bid volumes: 3450
2023-03-08 10:14:09.433435 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:14:09.433445 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.433448 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.433451 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 146400; bid volumes: 10000
2023-03-08 10:14:09.433501 [DEBUG  ] [CON] 'Exec' sent 17 bytes
2023-03-08 10:14:09.433654 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:14:09.433661 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:14:09.433664 [INFO   ] [AUTO] order 1 filled for 10 lots at $147100 cents
2023-03-08 10:14:09.433691 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:14:09.433698 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.433701 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.433753 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.433758 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.433781 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.433785 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.433803 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.433806 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:14:09.433809 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:14:09.433922 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:14:09.433926 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:14:09.433929 [INFO   ] [AUTO] hedge order 5 filled for 10 lots at $147100 average price in cents
2023-03-08 10:14:09.613275 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.613304 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.613311 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 5000
2023-03-08 10:14:09.613347 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:14:09.613355 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.613359 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.613362 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147600; ask volumes: 10000; bid prices: 146900; bid volumes: 10
2023-03-08 10:14:09.613417 [DEBUG  ] [CON] 'Exec' sent 34 bytes
2023-03-08 10:14:09.614222 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.614234 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.614331 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.614336 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.614358 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.614365 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.614414 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.614421 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:14:09.614424 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 147100; ask volumes: 10; bid prices: 0; bid volumes: 0
2023-03-08 10:14:09.690527 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:14:09.690548 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:14:09.690553 [INFO   ] [AUTO] order 7 filled for 1 lots at $147100 cents
2023-03-08 10:14:09.690591 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:14:09.690598 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:09.690601 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:09.690619 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.690623 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:14:09.690627 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147100; bid volumes: 1
2023-03-08 10:14:09.690681 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:14:09.690688 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:14:09.690691 [INFO   ] [AUTO] hedge order 8 filled for 1 lots at $147100 average price in cents
2023-03-08 10:14:09.895486 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.895506 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.895512 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147200; ask volumes: 1000; bid prices: 147100; bid volumes: 1000
2023-03-08 10:14:09.895535 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:09.895539 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:09.895542 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147100; bid volumes: 9
2023-03-08 10:14:10.177050 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.177076 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.177083 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 20; bid prices: 147000; bid volumes: 2900
2023-03-08 10:14:10.177132 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:14:10.177142 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.177144 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.177147 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147200; ask volumes: 10; bid prices: 147100; bid volumes: 9
2023-03-08 10:14:10.177173 [DEBUG  ] [CON] 'Exec' sent 41 bytes
2023-03-08 10:14:10.177455 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:10.177462 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:10.177529 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:10.177545 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:10.177576 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:10.177581 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:10.177613 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:10.177617 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:10.428176 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.428195 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.428200 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 20; bid prices: 147000; bid volumes: 5640
2023-03-08 10:14:10.428219 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.428223 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.428226 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 10
2023-03-08 10:14:10.629539 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.629557 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.629562 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9420; bid prices: 147000; bid volumes: 900
2023-03-08 10:14:10.629590 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.629598 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.629602 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 10
2023-03-08 10:14:10.646280 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.646291 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:14:10.646294 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 900
2023-03-08 10:14:10.781729 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.781748 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:14:10.781754 [INFO   ] [AUTO] trade ticks received for Future instrument: ask prices: 0; ask volumes: 0; bid prices: 146900; bid volumes: 500
2023-03-08 10:14:10.927677 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.927696 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.927701 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147100; ask volumes: 9400; bid prices: 147000; bid volumes: 1000
2023-03-08 10:14:10.927730 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:10.927735 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:10.927737 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 147000; bid volumes: 10
2023-03-08 10:14:11.130021 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:14:11.130058 [DEBUG  ] [CON] 'Exec' received message with type=8 and size=15
2023-03-08 10:14:11.130066 [INFO   ] [AUTO] order 10 filled for 10 lots at $147000 cents
2023-03-08 10:14:11.130107 [DEBUG  ] [CON] 'Exec' sent 16 bytes
2023-03-08 10:14:11.130115 [DEBUG  ] [CON] 'Exec' received 19 bytes
2023-03-08 10:14:11.130118 [DEBUG  ] [CON] 'Exec' received message with type=9 and size=19
2023-03-08 10:14:11.130157 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:11.130163 [DEBUG  ] [CON] 'Info' received message with type=11 and size=88
2023-03-08 10:14:11.130167 [INFO   ] [AUTO] trade ticks received for ETF instrument: ask prices: 0; ask volumes: 0; bid prices: 147000; bid volumes: 10
2023-03-08 10:14:11.130283 [DEBUG  ] [CON] 'Exec' received 15 bytes
2023-03-08 10:14:11.130287 [DEBUG  ] [CON] 'Exec' received message with type=4 and size=15
2023-03-08 10:14:11.130290 [INFO   ] [AUTO] hedge order 11 filled for 10 lots at $146800 average price in cents
2023-03-08 10:14:11.146766 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:11.146779 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:11.146783 [INFO   ] [AUTO] order book received for Future instrument: ask prices: 147000; ask volumes: 11400; bid prices: 146800; bid volumes: 2000
2023-03-08 10:14:11.146813 [DEBUG  ] [CON] 'Exec' sent 7 bytes
2023-03-08 10:14:11.146822 [DEBUG  ] [CON] 'Info' received 88 bytes
2023-03-08 10:14:11.146825 [DEBUG  ] [CON] 'Info' received message with type=10 and size=88
2023-03-08 10:14:11.146827 [INFO   ] [AUTO] order book received for ETF instrument: ask prices: 147100; ask volumes: 10; bid prices: 146400; bid volumes: 9939
2023-03-08 10:14:11.146849 [DEBUG  ] [CON] 'Exec' sent 34 bytes
